"Chemical, Pharmacological or Therapeutic subgroup
(ATC
classification)","International Non‐proprietary Name (active
ingredient)","Active ingredient name in Ukrainian language
(Cyrillic
alphabet)","Brand name in Ukraine Cyrillic alphabet","Brand name in Ukraine (Latin alphabet)","Manufacturer","Dosage form
in Ukrainian language (Cyrillic alphabet)","Dosage form (in English)","Information for patients in Ukrainian","Chemical, Pharmacological or Therapeutic subgroup (ATC
classification)","International Non‐ proprietary Name (active
ingredient)","Active ingredient name in Ukrainian language (Cyrillic
alphabet)","Brand name in Ukraine (Cyrillic alphabet)","Chemical, Pharmacological or Therapeutic
subgroup
(ATC classification)","Dosage form in Ukrainian
language (Cyrillic alphabet)","Informatio n for patients in Ukrainian","Dosage form in Ukrainian language (Cyrillic
alphabet)","...1","...2","...3","...4","...5","...6","‐ 0.06 мг/0,015 мг, (жовті таблетки);
‐ плацебо (зелені
таблетки);","‐ 0.06 mg / 0.015 mg (yellow tablets);
‐ placebo (green
pills);","...9","G03AA12","Drospirenone / Ethinylestradiol","Дроспіренон /
Естрадіол","ЛІБЕРАТТІ®","LIBERATTI®","Лабораторіос Леон Фарма, С.А., Іспанія","таблетки, по 3
мг/0,02 мг;","tablets, 3 mg / 0.02 mg;","https://compendium. com.ua/info/337142/
liberatti/","G03AA16","Dienogest / Ethinylestradiol","Дієногест /
Етинілестрадіол","СИЛУЕТ®","SILUETTE®","ВАТ ""Гедеон Ріхтер"", Угорщина","таблетки, по 2
мг/0,03 мг;","tablets, 2 mg / 0.03 mg;","https://compendium. com.ua/info/200618/
siluet‐sup‐sup‐/","G03AD01","Levonorgestrel","Левоноргестрел","ЛЕРГЕСАН","LERGESUN","Сан Фармасьютикал Індастріз Лтд., Індія","таблетки, по 0,75
мг; 1,5 мг;¤","tablets, 0.75 mg; 1.5 mg;","https://compendium. com.ua/info/452740/
lergesan/","Ukrainian alphabet","Latin alphabet","Position in a word","Examples...4","Examples...5"
,,,,"TORVACARD® CRYSTA
L","ТОВ ""Зентіва"",
Чеська Республіка",,"tablets, 10 mg; 20
mg; 40 mg;","","C10AA05","Atorvastatin","Аторвастатин","ТОРВАКАРД® КРИСТ

АЛ",,"таблетки, по 10 мг;
20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"TORZAX®","Алкалоїд АД ‐ Скоп'є, Республіка
Македонія",,"tablets, 10 mg; 20
mg; 40 mg; 80 mg;","","C10AA05","Atorvastatin","Аторвастатин","ТОРЗАКС®",,"таблетки, по 10 мг; 20 мг; 40 мг; 80 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"TULIP®","Лек фармацевтична компанія д.д.,
Словенія",,"tablets, 10 mg; 20
mg; 40 mg;","","C10AA05","Atorvastatin","Аторвастатин","ТУЛІП®",,"таблетки, по 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN","ПАТ
""Київмедпрепарат"",
м. Київ, Україна",,"tablets, 10 mg; 20 mg;","https://compendium. com.ua/info/353424/
562193/","C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"LIPRETTO","ТОВ НВФ
""Мікрохім"", м. Рубіжне, Луганська
обл., Україна",,"tablets, 10 mg; 20
mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","ЛІПРЕТТО",,"таблетки, по 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"MERTENIL®","ВАТ ""Гедеон Ріхтер"",
Угорщина",,"tablets, 5 mg; 10 mg;
20 mg;","","C10AA07","Rosuvastatin","Розувастатин","МЕРТЕНІЛ",,"таблетки, по 5 мг;
10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"OZALEX®","ТОВ ""КУСУМ
ФАРМ"", м. Суми,
Україна",,"tablets, 10 mg; 20
mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","ОЗАЛЕКС®",,"таблетки, по 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"PREVENTOR","ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна",,"tablets, 10 mg; 20 mg;","","C10AA07","Rosuvastatin","Розувастатин","ПРЕВЕНТОР",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"REDISTATIN","Д‐р Редді'с Лабораторіс Лтд,
Індія",,"tablets, 10 mg; 20 mg;","","C10AA07","Rosuvastatin","Розувастатин","РЕДИСТАТИН",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSASTIN","Мікро Лабс Лімітед,
Індія",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОЗАСТИН®",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSVATOR","Сан Фармасьютикал Індастріз Лімітед,
Індія",,"tablets, 10 mg; 20 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОЗВАТОР",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASYN","Апотекс Інк., Канада",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСІН",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN","Біофарм Лтд,
Польща",,"tablets, 10 mg; 20
mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН",,"таблетки, по 10 мг;
20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN
XANTIS","Лабораторіос
Ліконса, С.А., Іспанія",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН
КСАНТІС",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN SANDOZ®","Лек фармацевтична компанія д.д.,
Словенія",,"tablets, 5 mg; 10 mg;
20 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН САНДОЗ®",,"таблетки, по 5 мг; 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN FT","ТОВ
""Фармтехнологія"",
м.Мінськ,
Республіка Білорусь",,"tablets, 5 mg; 10 mg;
20 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН ФТ",,"таблетки, по 5 мг; 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN‐ DARNITSA","ПрАТ
""Фармацевтична фірма ""Дарниця"",
Україна",,"tablets, 10 mg; 20 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН‐ ДАРНИЦЯ",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN‐TEVA","ТЕВА Фармацевтікал Індастріз Лтд.,
Ізраїль",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН‐ ТЕВА",,"таблетки, по 5 мг; 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUVASTATIN IC","ТДВ ""ІНТЕРХІМ"",
Україна",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН IC",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSULIP ®","ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУЛІП®",,"таблетки, по 5 мг; 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUSTAT","Маклеодс Фармасьютикалс
Лімітед, Індія",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗУСТАТ",,"таблетки, по 5 мг; 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSART","Актавіс ЛТД, Мальта",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОЗАРТ",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROXERA®","КРКА, д.д., Ново место, Словенія",,"tablets, 5 mg; 10 mg;
15 mg; 20 mg; 30 mg;
40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОКСЕРА®",,"таблетки, по 5 мг; 10 мг; 15 мг; 20 мг;
30 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROMAZIC","Фармацевтичний Завод ""Польфарма"" С. А., Польща Медана Фарма
АТ,
Польща",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОМАЗИК",,"таблетки, по 5 мг; 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROMESTIN 5;
ROMESTIN 10;
ROMESTIN 20;","Копран Лімітед, Індія",,"tablets, 5 mg; 10 mg;
20 mg;",,"C10AA07","Rosuvastatin","Розувастатин","РОМЕСТІН® 5;
РОМЕСТІН® 10;,
РОМЕСТІН® 20;",,"таблетки, по 5 мг; 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUMAK®","АЛКАЛОЇД АД
Скоп’є",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОСУМАК",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUSTAR","УОРЛД МЕДИЦИН ІЛАЧ САН. ВЕ ТІДЖ.
А.Ш.",,"tablets, 10 mg; 20
mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОСУСТАР",,"таблетки, по 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROFAST","Ауробіндо Фарма Лімітед – ЮНІТ VII,
Індія",,"tablets, 10 mg; 20 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОФАСТ",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSUCARD®","ТОВ ""Зентіва"",
Чеська Республіка",,"tablets, 10 mg; 20
mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОЗУКАРД® 10",,"таблетки, по 10 мг;
20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROVAMED","Медокемі ЛТД, Кіпр",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОВАМЕД",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROZISTER","АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ
ЗАВОД"", Україна",,"tablets, 10 mg; 20 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОЗІСТЕР®",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROZUVASTATIN","СТАДА
Арцнайміттель АГ, Німеччина / ""ХЕМОФАРМ"" АД,
Сербія",,"tablets, 10 mg; 20 mg;","","C10AA07","Rosuvastatin","Розувастатин","РОЗУВАСТАТИН СТАДА®",,"таблетки, по 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"AVOID","ПАТ ""Фармак"", м.
Київ, Україна",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","ЕВОЙД",,"таблетки, по 5 мг;
10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"GLENRAZ","Гленмарк Фармасьютикалз
Лтд., Індія",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","ГЛЕНРАЗ",,"таблетки, по 5 мг; 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"CLIVAS 10;
CLIVAS 20;","ТОВ ""Фарма Старт"",
м.Київ, Україна",,"tablets, 10 mg 20 vu","","C10AA07","Rosuvastatin","Розувастатин","КЛІВАС 10;
КЛІВАС 20",,"таблетки, по 10
мг 20 vu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"CRESTOR®","АйПіЕр Фармасьютикалс Інк., Пуерто‐
Ріко,США",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","КРЕСТОР",,"таблетки, по 5 мг; 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"SUVARDIO","Лек Фармацевтична компанія д.д.,
Словенія",,"tablets, 5 mg; 10 mg;
20 mg;","","C10AA07","Rosuvastatin","Розувастатин","СУВАРДІО",,"таблетки, по 5 мг; 10 мг; 20 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"CHOLREST","Майлан Лабораторіз
Лімітед, Індія",,"tablets, 5 mg; 10 mg;
20 mg; 40 mg;","","C10AA07","Rosuvastatin","Розувастатин","ХОЛРЕСТ",,"таблетки, по 5 мг; 10 мг; 20 мг; 40 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"LIVAZO","Рекордаті Індастріа Хіміка е Фармасевтіка С.п.А.,
Італія",,"tablets, 1 mg; 2 mg; 4 mg;","https://compendium. com.ua/info/200143/
livazo/","C10AA08","Pitavastatin","Пітавастатин","ЛІВАЗО",,"таблетки, по 1 мг; 2
мг; 4 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"TRICOR® 145 MG","Рецифарм Фонтен,
Франція",,"tablets, 145 mg;","https://compendium.
com.ua/info/171384/","C10AB05","Fenofibrate","Фенофібрат","ТРАЙКОР® 145 МГ",,"таблетки, по 145 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"","",,"","trajkor‐sup‐sup‐145‐ mg/","","","","",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"TRILIPIX® 45 MG;
TRILIPIX® 135 MG;","Ірландські Лабораторії Фурньє Лімітед, Ірландія Абботт Хелскеа
САС,
Франція",,"modified‐release capsules of 135 mg;","https://mozdocs.kiev
.ua/likiview.php?id=4 7628","C10AB11","Choline fenofibrate","Холіну фенофібрат","ТРИЛІПІКС 45 МГ;

ТРИЛІПІКС 135 МГ",,"капсули з модифікованим вивільненням по 135 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"PMS‐ CHOLESTYRAMINE REGULAR ORANGE FLAVOUR","Фармасайнс Інк., Канада",,"powder for oral suspension, 4 g / 9 g;","https://compendium. com.ua/info/172188/
pms‐kholestiramin‐ reguljar‐so‐vkusom‐
apel_sina/","C10AC01","Colestyramine","Холестирамін","ПМС‐ ХОЛЕСТИРАМІН РЕГУЛАР ЗІ СМАКОМ
АПЕЛЬСИНА",,"порошок для оральної суспензії, 4 г/9 г;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"CUCURBITAE OLEUM","Дочірнє підприємство ""Агрофірма ""Ян"" приватного підприємства
""Ян"",
Україна",,"oil of 100 ml in bottles;","https://mozdocs.kiev
.ua/likiview.php?id=4 2655","C10AX","Cucurbita pero (Cucurbitae oleum)","ГАРБУЗА ОЛІЯ","ГАРБУЗА ОЛІЯ",,"олія по 100 мл у флаконах;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"CUCURBITAE OLEUM","ПАТ ""Лубнифарм"", м. Лубни, Полтавська обл.,
Україна",,"oil of 50 ml; 100 ml;","","C10AX","Cucurbita pero (Cucurbitae oleum)","ОЛІЯ НАСІННЯ ГАРБУЗА","ОЛІЯ НАСІННЯ ГАРБУЗА",,"олія по 50 мл; 100
мл;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"RAVISOL","ПАТ ""Хімфармзавод ""Червона зірка"", м. Харків, Україна ТОВ
""Фармацевтична компанія ""Здоров'я"", м.
Харків, Україна",,"tincture of 100 ml;","https://mozdocs.kiev
.ua/likiview.php?id=4 7116","C10AX","Comb drug","Омела біла (Visci albi) / Хвощ польовий (Equiseti arvensis) /
Софори японської (Sophora japonica) / Каштан кінський (Hippocastani )
/Глод (Crataegi) / Конюшина (Trifolii) / Барвінок малий
(Vincae minoris)","РАВІСОЛ®",,"настойка по 100 мл;,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"FISH OIL","АТ Фармацевтичний завод ТЕВА, Угорщина",,"capsules, 500 mg;","https://compendium. com.ua/info/171653/
112568/","C10AX","Omega‐3‐ triglycerides incl. other esters and
acids","Риб’ячий жир","РИБ’ЯЧИЙ ЖИР",,"капсули, по 500 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"MUCOFALK ORANGE","Др. Фальк Фарма ГмбХ, Німеччина",,"granules, 3.25 g / 5 g, 5 g of granules in a
package;","https://compendium. com.ua/info/74717/
mukofal_k‐apel_sin/","C10AX","Ispaghula (psylla seeds)","лузга насіння подорожника","МУКОФАЛЬК АПЕЛЬСИН",,"гранули, 3,25 г/5 г, по 5 г гранул у
пакеті;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ЕPADOL NЕО","АТ ""Київський вітамінний завод"", м.Київ, Україна",,"soft capsules;","https://compendium. com.ua/info/200072/
epadol‐neo/","C10AX06","Omega‐3‐ triglycerides incl. other esters and
acids","Ефіри омега‐3 кислот","ЕПАДОЛ НЕО",,"капсули м'які;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"OMACOR®","Абботт Лабораторіз ГмбХ, Німеччина",,"soft capsules, 1000 mg ;","https://compendium. com.ua/info/168828/
omakor/","C10AX06","Omega‐3‐ triglycerides incl. other esters and
acids","Ефіри омега‐3 кислот","ОМАКОР",,"капсули м'які, по
1000 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"LIPOBON","ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина",,"tablets, 10 mg;","https://compendium. com.ua/info/364886/","C10AX09","Ezetimibe","Езетиміб","ЛІПОБОН",,"таблетки, по 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"EZETIM","Адамед Фарма С.А.",,"tablets, 10 mg;","https://mozdocs.kiev
.ua/likiview.php?id=4
8048","C10AX09","Ezetimibe","Езетиміб","ЕЗЕТІМ",,"таблетки, по 10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"REPATA","Амджен Європа Б.В., Нідерланди / Берінгер Інгельхайм Фрімонт,
Інк., США / Амджен Мануфекчурінг
Лімітед, США",,"solution for injections, 140 mg / ml, on 1 ml ;","https://likicontrol.co m.ua/%D1%96%D0%
BD%D1%81%D1%82
%D1%80%D1%83%D 0%BA%D1%86%D1%
96%D1%8F/?[28183]","C10AX13","Evolocumab","Еволокумаб","РЕПАТА",,"розчин для ін`єкцій, 140 мг/мл, по 1 мл;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"SIPRAVA","Корден Фарма С.п.А, Підрозділ UP3, Італія",,"syringe contains 1.5 ml solution that _ contains 284 mg incised ;","https://likicontrol.co m.ua/%D1%96%D0%
BD%D1%81%D1%82
%D1%80%D1%83%D 0%BA%D1%86%D1%
96%D1%8F/?[38328]","C10AX16","Inclisiran","Iнклісіран","СІБРАВА",,"шприц містить 1,5 мл розчину, що містить 284 мг інклісірану;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"STATEZY 10/10","Мепро Фармасьютикалс
Пріват Лімітед, Індія",,"tablets, 10 mg / 10 mg;","https://mozdocs.kiev
.ua/likiview.php?id=4
7412","C10BA05","Atorvastatin / Ezetimibe","Аторвастатин /
Езетиміб","СТАТЕЗІ 10/10",,"таблетки, по 10
мг/10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"EZETIM R","Адамед Фарма С.А. Польща",,"tablets,
20 mg / 10 mg;
10 mg / 10 mg;","https://mozdocs.kiev
.ua/likiview.php?id=4
8045","C10BA06","Rosuvastatin / Ezetimibe","Розувастатин/ Езетиміб","ЕЗЕТІМ P",,"таблетки, по
20 мг/10 мг;
10 мг/10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROSULIP® PLUS","ЗАТ
Фармацевтичний завод ЕГІС,
Угорщина",,"hard capsules, 10 mg / 10 mg ;
20 mg / 10 mg ;
40 mg / 10 mg;","https://compendium. com.ua/info/352378/
rozulip‐pljus‐10‐10/","C10BA06","Rosuvastatin / Ezetimibe","Розувастатин/ Езетиміб","РОЗУЛІП® ПЛЮС",,"капсули тверді, по
10 мг/10 мг;
20 мг/10 мг;
40 мг/10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROXERA® PLUS","КРКА, д.д., Ново место, Словенія",,"tablets,
10 mg / 10 mg;
15 mg / 10 mg;
20 mg / 10 mg;
40 mg / 10 mg;","https://mozdocs.kiev
.ua/likiview.php?id=5 0593","C10BA06","Rosuvastatin / Ezetimibe","Розувастатин/ Езетиміб","РОКСЕРА® ПЛЮС",,"таблетки, по
10 мг/10 мг;
15 мг/10 мг;
20 мг/10 мг;
40 мг/10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"","",,"5 mg / 10 mg;","","","","","",,"5 мг/10 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"АСПІРОЗА®","Адамед Фарма С.А., Польща",,"hard capsules, 10 mg / 100 mg
5 mg / 100 mg
20 mg / 100","https://compendium. com.ua/info/545906/
aspiroza‐sup‐sup‐/","C10BX05","Rosuvastatin / Acetylsalicylic acid","Розувастатин / Aцетилсаліциловa кислотa","АСПІРОЗА®",,"капсули тверді, по
10 мг/100 мг,
5 мг/100 мг
20 мг/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"ROZZOR","ТОВ НВФ
«Мікрохім»,
Україна,",,"tablets,
75 mg / 5 mg
75 mg / 10 mg
75 mg / 20 mg ,","https://likicontrol.co m.ua/%D1%96%D0%
BD%D1%81%D1%82

%D1%80%D1%83%D 0%BA%D1%86%D1%
96%D1%8F/?[38928]","C10BX05","Acetylsalicylic acid / Rosuvastatin","Kислотa ацетилсаліциловa / Pозувастатин","РОЗЗОР",,"таблетки, по
75 мг/5 мг,
75 мг/10 мг,
75 мг/20 мг,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"TRINOMIA®","Феррер Інтернаціональ, С.А., Іспанія",,"1 capsule , per
100 mg / 20 mg / 10 mg
100 mg / 20 mg / 5 mg
100 mg / 20 mg / 2.5
mg","https://compendium. com.ua/info/275443/
trinomija/","C10BX06","Acetylsalicylic acid / Atorvastatin, / Ramipril","Kислотa ацетилсаліциловa / Aторвастатин / Pаміприл","ТРИНОМІЯ®",,"1 капсула , по
100 мг/20 мг/10 мг 100 мг/20 мг/5 мг 100 мг/20 мг/2,5 мг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"TRIVERAM® 10 MG/5 MG/5 MG; TRIVERAM® 20 MG/5 MG/5 MG; TRIVERAM®
20 MG/10 MG/5 MG; TRIVERAM® 20 MG/10 MG/10 MG; TRIVERAM® 40
MG/10 MG/10 MG;","Лабораторії Серв'є Індастрі, Франція / Індастріс Лтд, Ірландія",,"tablets,
20 mg / 10 mg / 5 mg 20 mg / 5 mg / 5 mg mg / 10 mg / 10 mg 10 mg / 5
mg / 5 mg","https://mozdocs.kiev
.ua/likiview.php?id=4 1209","C10BX11","Atorvastatin / Perindopril / Amlodipine","Aторвастатин / Периндоприл / Aмлодипін","ТРИВЕРАМ® 20 МГ/10 МГ/5 МГ; ТРИВЕРАМ® 20 МГ/5 МГ/5 МГ; ТРИВЕРАМ®
40 МГ/10 МГ/10 МГ; ТРИВЕРАМ® 10 МГ/5 МГ/5 МГ; ТРИВЕРАМ® 20
МГ/10 МГ/10 МГ;",,"таблетки, по
20 мг/10 мг/5 мг 20 мг/5 мг/5 мг мг/10 мг/10 мг 10 мг/5 мг/5 мг",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"AMLOSTAT®","ТОВ ""КУСУМ
ФАРМ"", м. Суми,
Україна",,"tablets, 10 mg / 2.5 mg;","https://compendium. com.ua/info/173368/

amlostat‐sup‐sup‐/","C10BX03","Atorvastatin / Amlodipine","Аторвастатин /
Амлодипін","АМЛОСТАТ®",,"таблетки, по 10
мг/2,5 мг;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
